,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,NA_Percentage,EU_Percentage,JP_Percentage,Other_Percentage,NA_average,EU_average,JP_average,Other_average
6400,6402,Deadly Premonition,X360,2010,Action,Rising Star Games,0.18,0.06,0.0,0.02,0.27,66.67,22.22,0.0,7.41,45.39,22.9,24.42,6.48
6402,6404,Are You Smarter than a 5th Grader? Game Time,Wii,2009,Puzzle,THQ,0.25,0.0,0.0,0.02,0.27,92.59,0.0,0.0,7.41,45.39,22.9,24.42,6.48
6403,6405,NBA ShootOut 2001,PS,2000,Sports,Sony Computer Entertainment,0.15,0.1,0.0,0.02,0.27,55.56,37.04,0.0,7.41,45.39,22.9,24.42,6.48
6404,6406,Knockout Kings 2002,XB,2002,Sports,Electronic Arts,0.2,0.06,0.0,0.01,0.27,74.07,22.22,0.0,3.7,45.39,22.9,24.42,6.48
6405,6407,Wipeout 2,DS,2011,Misc,Activision,0.25,0.0,0.0,0.02,0.27,92.59,0.0,0.0,7.41,45.39,22.9,24.42,6.48
6406,6408,Payday 2,PS4,2015,Shooter,505 Games,0.09,0.14,0.0,0.04,0.27,33.33,51.85,0.0,14.81,45.39,22.9,24.42,6.48
6407,6409,Ultimate NES Remix,3DS,2014,Action,Unknown,0.15,0.09,0.0,0.02,0.27,55.56,33.33,0.0,7.41,45.39,22.9,24.42,6.48
6408,6410,Megamind: The Blue Defender,DS,2010,Adventure,THQ,0.19,0.05,0.0,0.02,0.27,70.37,18.52,0.0,7.41,45.39,22.9,24.42,6.48
6409,6411,NFL Street 3,PSP,2006,Sports,Electronic Arts,0.24,0.0,0.0,0.02,0.27,88.89,0.0,0.0,7.41,45.39,22.9,24.42,6.48
6410,6412,Battle Arena Toshinden 3,PS,1996,Fighting,Sony Computer Entertainment,0.06,0.04,0.14,0.02,0.27,22.22,14.81,51.85,7.41,45.39,22.9,24.42,6.48
6411,6413,Teenage Mutant Ninja Turtles: Danger of the Ooze,PS3,2014,Adventure,Activision,0.11,0.11,0.0,0.05,0.27,40.74,40.74,0.0,18.52,45.39,22.9,24.42,6.48
6412,6414,Jade Cocoon: Story of the Tamamayu,PS,1998,Role-Playing,Crave Entertainment,0.15,0.1,0.0,0.02,0.27,55.56,37.04,0.0,7.41,45.39,22.9,24.42,6.48
6413,6415,Super Nazo Puyo: Ruruu no Ruu,SNES,1995,Puzzle,Banpresto,0.0,0.0,0.27,0.0,0.27,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
6414,6416,Cabela's Big Game Hunter 2010,X360,2009,Sports,Activision Value,0.25,0.0,0.0,0.02,0.27,92.59,0.0,0.0,7.41,45.39,22.9,24.42,6.48
6415,6417,InuYasha: Feudal Combat,PS2,2005,Fighting,Namco Bandai Games,0.13,0.1,0.0,0.03,0.27,48.15,37.04,0.0,11.11,45.39,22.9,24.42,6.48
6416,6418,Duel Masters,PS2,2004,Strategy,Atari,0.13,0.1,0.0,0.03,0.27,48.15,37.04,0.0,11.11,45.39,22.9,24.42,6.48
6417,6419,Ninja Gaiden Sigma,PSV,2012,Action,Tecmo Koei,0.13,0.06,0.04,0.04,0.27,48.15,22.22,14.81,14.81,45.39,22.9,24.42,6.48
6418,6420,Super Collapse! 3,DS,2007,Puzzle,Mumbo Jumbo,0.25,0.0,0.0,0.02,0.27,92.59,0.0,0.0,7.41,45.39,22.9,24.42,6.48
6419,6421,Superman Returns,X360,2006,Action,Electronic Arts,0.23,0.02,0.0,0.02,0.27,85.19,7.41,0.0,7.41,45.39,22.9,24.42,6.48
6420,6422,The Dog Island,PS2,2007,Adventure,Ubisoft,0.13,0.1,0.0,0.03,0.27,48.15,37.04,0.0,11.11,45.39,22.9,24.42,6.48
6421,6423,My Virtual Tutor: Reading Adventure Kindergarten to First,DS,2009,Misc,Mentor Interactive,0.25,0.0,0.0,0.02,0.27,92.59,0.0,0.0,7.41,45.39,22.9,24.42,6.48
6422,6424,Dynasty Warriors Next,PSV,2011,Action,Tecmo Koei,0.06,0.07,0.11,0.03,0.27,22.22,25.93,40.74,11.11,45.39,22.9,24.42,6.48
6423,6425,Major League Baseball 2K9,Wii,2009,Sports,Take-Two Interactive,0.25,0.0,0.0,0.02,0.27,92.59,0.0,0.0,7.41,45.39,22.9,24.42,6.48
6424,6426,Jikkyou Powerful Pro Yakyuu 2010,PS3,2010,Sports,Konami Digital Entertainment,0.0,0.0,0.27,0.0,0.27,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
6425,6427,Operation Armored Liberty,GBA,2003,Action,Majesco Entertainment,0.19,0.07,0.0,0.0,0.27,70.37,25.93,0.0,0.0,45.39,22.9,24.42,6.48
6426,6428,Rory McIlroy PGA Tour,XOne,2015,Action,Electronic Arts,0.15,0.09,0.0,0.02,0.27,55.56,33.33,0.0,7.41,45.39,22.9,24.42,6.48
6427,6429,Dynasty Warriors 7: Xtreme Legends,PS3,2011,Action,Tecmo Koei,0.04,0.05,0.16,0.02,0.27,14.81,18.52,59.26,7.41,45.39,22.9,24.42,6.48
6428,6430,Summer Sports 2: Island Sports Party,Wii,2008,Sports,Ubisoft,0.24,0.0,0.0,0.02,0.27,88.89,0.0,0.0,7.41,45.39,22.9,24.42,6.48
6429,6431,Imagine: Fashion Party,Wii,2009,Simulation,Ubisoft,0.25,0.0,0.0,0.02,0.27,92.59,0.0,0.0,7.41,45.39,22.9,24.42,6.48
6430,6432,Fish Tycoon,DS,2007,Simulation,Majesco Entertainment,0.24,0.0,0.0,0.02,0.27,88.89,0.0,0.0,7.41,45.39,22.9,24.42,6.48
6431,6433,Scene It? Twilight,Wii,2009,Misc,Konami Digital Entertainment,0.16,0.08,0.0,0.02,0.27,59.26,29.63,0.0,7.41,45.39,22.9,24.42,6.48
6432,6434,And1 Streetball,PS2,2006,Action,Ubisoft,0.13,0.1,0.0,0.03,0.27,48.15,37.04,0.0,11.11,45.39,22.9,24.42,6.48
6433,6435,Don King Boxing,Wii,2009,Sports,Take-Two Interactive,0.14,0.1,0.0,0.03,0.27,51.85,37.04,0.0,11.11,45.39,22.9,24.42,6.48
6434,6436,Atelier Ayesha: The Alchemist of Dusk,PS3,2012,Role-Playing,Tecmo Koei,0.06,0.04,0.14,0.02,0.27,22.22,14.81,51.85,7.41,45.39,22.9,24.42,6.48
6435,6437,Angry Birds Trilogy,X360,2012,Action,Activision,0.18,0.06,0.0,0.02,0.27,66.67,22.22,0.0,7.41,45.39,22.9,24.42,6.48
6436,6438,Dragon Ball Z: Tenkaichi Tag Team,PSP,2010,Fighting,Namco Bandai Games,0.11,0.04,0.09,0.03,0.27,40.74,14.81,33.33,11.11,45.39,22.9,24.42,6.48
6438,6440,ESPN NBA Basketball,XB,2003,Sports,Sega,0.2,0.06,0.0,0.01,0.27,74.07,22.22,0.0,3.7,45.39,22.9,24.42,6.48
6439,6441,Gallop Racer 2: One and Only Road to Victory,PS,1997,Sports,Tecmo Koei,0.0,0.0,0.25,0.02,0.27,0.0,0.0,92.59,7.41,45.39,22.9,24.42,6.48
6440,6442,NBA 07,PS3,2006,Sports,Sony Computer Entertainment,0.24,0.0,0.01,0.02,0.26,92.31,0.0,3.85,7.69,45.39,22.9,24.42,6.48
6441,6443,Lowrider,PS2,2002,Misc,Pacific Century Cyber Works,0.11,0.09,0.03,0.03,0.26,42.31,34.62,11.54,11.54,45.39,22.9,24.42,6.48
6442,6444,Reload: Target Down,Wii,2010,Shooter,Mastiff,0.25,0.0,0.0,0.02,0.26,96.15,0.0,0.0,7.69,45.39,22.9,24.42,6.48
6443,6445,All-Pro Football 2K8,X360,2007,Sports,Take-Two Interactive,0.24,0.0,0.0,0.02,0.26,92.31,0.0,0.0,7.69,45.39,22.9,24.42,6.48
6444,6446,Dungeons & Dragons: Eye of the Beholder,GBA,2002,Role-Playing,Atari,0.19,0.07,0.0,0.0,0.26,73.08,26.92,0.0,0.0,45.39,22.9,24.42,6.48
6445,6447,The Crew,X360,2014,Racing,Ubisoft,0.06,0.18,0.0,0.02,0.26,23.08,69.23,0.0,7.69,45.39,22.9,24.42,6.48
6446,6448,"Barbie: Jet, Set & Style!",Wii,2011,Misc,THQ,0.23,0.01,0.0,0.02,0.26,88.46,3.85,0.0,7.69,45.39,22.9,24.42,6.48
6447,6449,Battlestations: Midway,X360,2007,Strategy,Eidos Interactive,0.21,0.02,0.0,0.02,0.26,80.77,7.69,0.0,7.69,45.39,22.9,24.42,6.48
6448,6450,Rayman DS,DS,2005,Platform,Ubisoft,0.21,0.04,0.0,0.02,0.26,80.77,15.38,0.0,7.69,45.39,22.9,24.42,6.48
6449,6451,Gundam Breaker,PS3,2013,Action,Namco Bandai Games,0.0,0.0,0.26,0.0,0.26,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
6450,6452,The House of the Dead 2,DC,1998,Shooter,Sega,0.0,0.0,0.26,0.0,0.26,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
6451,6453,Create,Wii,2010,Action,Electronic Arts,0.22,0.03,0.0,0.02,0.26,84.62,11.54,0.0,7.69,45.39,22.9,24.42,6.48
6452,6454,A.C.E.: Another Century's Episode R,PS3,2010,Simulation,Namco Bandai Games,0.0,0.0,0.26,0.0,0.26,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
6453,6455,Littlest Pet Shop: Friends,Wii,2009,Simulation,Electronic Arts,0.22,0.02,0.0,0.02,0.26,84.62,7.69,0.0,7.69,45.39,22.9,24.42,6.48
6454,6456,Rune: Viking Warlord,PS2,2001,Action,Take-Two Interactive,0.13,0.1,0.0,0.03,0.26,50.0,38.46,0.0,11.54,45.39,22.9,24.42,6.48
6455,6457,Panzer Dragoon Orta,XB,2002,Shooter,Sega,0.16,0.05,0.04,0.01,0.26,61.54,19.23,15.38,3.85,45.39,22.9,24.42,6.48
6456,6458,Jikkyou Powerful Pro Yakyuu '99 Ketteiban,PS,1999,Sports,Konami Digital Entertainment,0.0,0.0,0.25,0.02,0.26,0.0,0.0,96.15,7.69,45.39,22.9,24.42,6.48
6457,6459,Dragon Age Origins: Awakening,PS3,2010,Role-Playing,Spike,0.24,0.0,0.0,0.02,0.26,92.31,0.0,0.0,7.69,45.39,22.9,24.42,6.48
6458,6460,King's Field II,PS,1996,Role-Playing,From Software,0.08,0.06,0.11,0.02,0.26,30.77,23.08,42.31,7.69,45.39,22.9,24.42,6.48
6459,6461,Danganronpa 2: Goodbye Despair,PSV,2014,Misc,Nippon Ichi Software,0.13,0.07,0.0,0.06,0.26,50.0,26.92,0.0,23.08,45.39,22.9,24.42,6.48
6460,6462,Aikatsu! 2-nin no My Princess,3DS,2013,Action,Namco Bandai Games,0.0,0.0,0.26,0.0,0.26,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
6461,6463,Beyblade: Metal Fusion,DS,2009,Role-Playing,Hudson Soft,0.08,0.03,0.14,0.01,0.26,30.77,11.54,53.85,3.85,45.39,22.9,24.42,6.48
6462,6464,NCAA Gamebreaker,PS,1996,Sports,Sony Computer Entertainment,0.15,0.1,0.0,0.02,0.26,57.69,38.46,0.0,7.69,45.39,22.9,24.42,6.48
6463,6465,Petz: Horsez 2,PS2,2007,Simulation,Ubisoft,0.13,0.1,0.0,0.03,0.26,50.0,38.46,0.0,11.54,45.39,22.9,24.42,6.48
6464,6466,NPPL: Championship Paintball 2009,PS2,2008,Shooter,Activision Value,0.13,0.1,0.0,0.03,0.26,50.0,38.46,0.0,11.54,45.39,22.9,24.42,6.48
6465,6467,Skylanders: SuperChargers,Wii,2015,Action,Activision,0.05,0.19,0.0,0.02,0.26,19.23,73.08,0.0,7.69,45.39,22.9,24.42,6.48
6466,6468,Zoo Tycoon 2: Ultimate Collection,PC,2008,Strategy,Microsoft Game Studios,0.04,0.18,0.0,0.04,0.26,15.38,69.23,0.0,15.38,45.39,22.9,24.42,6.48
6467,6469,Tomba!,PS,1997,Platform,Sony Computer Entertainment,0.15,0.1,0.0,0.02,0.26,57.69,38.46,0.0,7.69,45.39,22.9,24.42,6.48
6468,6470,Love Plus,DS,2009,Simulation,Konami Digital Entertainment,0.0,0.0,0.26,0.0,0.26,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
6469,6471,Tales of Innocence,DS,2007,Role-Playing,Namco Bandai Games,0.0,0.0,0.26,0.0,0.26,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
6470,6472,MLB SlugFest 2006,PS2,2006,Sports,Midway Games,0.13,0.1,0.0,0.03,0.26,50.0,38.46,0.0,11.54,45.39,22.9,24.42,6.48
6471,6473,J Stars Victory Vs.,PSV,2014,Fighting,Namco Bandai Games,0.0,0.07,0.17,0.02,0.26,0.0,26.92,65.38,7.69,45.39,22.9,24.42,6.48
6472,6474,Rugrats: I Gotta Go Party,GBA,2002,Action,THQ,0.19,0.07,0.0,0.0,0.26,73.08,26.92,0.0,0.0,45.39,22.9,24.42,6.48
6473,6475,Virtua Racing,GEN,1994,Racing,Sega,0.0,0.0,0.26,0.0,0.26,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
6474,6476,Crash Tag Team Racing,PSP,2005,Racing,Vivendi Games,0.16,0.06,0.0,0.04,0.26,61.54,23.08,0.0,15.38,45.39,22.9,24.42,6.48
6475,6477,Prison Break: The Conspiracy,PS3,2010,Action,Deep Silver,0.05,0.16,0.0,0.05,0.26,19.23,61.54,0.0,19.23,45.39,22.9,24.42,6.48
6476,6478,Bolt,PS2,2008,Adventure,Disney Interactive Studios,0.09,0.02,0.0,0.16,0.26,34.62,7.69,0.0,61.54,45.39,22.9,24.42,6.48
6477,6479,DS Bungaku Zenshuu,DS,2007,Misc,Nintendo,0.0,0.0,0.26,0.0,0.26,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
6478,6480,We Cheer 2,Wii,2009,Simulation,Namco Bandai Games,0.24,0.0,0.0,0.02,0.26,92.31,0.0,0.0,7.69,45.39,22.9,24.42,6.48
6479,6481,Nancy Drew: The Mystery of the Clue Bender Society,DS,2008,Adventure,Codemasters,0.24,0.0,0.0,0.02,0.26,92.31,0.0,0.0,7.69,45.39,22.9,24.42,6.48
6480,6482,Inazuma Eleven GO 3: Galaxy,3DS,2013,Sports,Level 5,0.0,0.0,0.26,0.0,0.26,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
6481,6483,Ford Racing 3,PS2,2004,Racing,Take-Two Interactive,0.13,0.1,0.0,0.03,0.26,50.0,38.46,0.0,11.54,45.39,22.9,24.42,6.48
6482,6484,Michael Jackson: The Experience,DS,2010,Misc,Ubisoft,0.22,0.03,0.0,0.02,0.26,84.62,11.54,0.0,7.69,45.39,22.9,24.42,6.48
6483,6485,Phantasy Star Universe: Ambition of the Illuminus,PS2,2007,Role-Playing,Sega,0.1,0.08,0.05,0.03,0.26,38.46,30.77,19.23,11.54,45.39,22.9,24.42,6.48
6484,6486,Project Runway,Wii,2010,Simulation,Atari,0.24,0.0,0.0,0.02,0.26,92.31,0.0,0.0,7.69,45.39,22.9,24.42,6.48
6485,6487,Jikkyou Powerful Pro Yakyuu 2013,PS3,2013,Sports,Konami Digital Entertainment,0.0,0.0,0.26,0.0,0.26,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
6486,6488,The Adventures of Jimmy Neutron Boy Genius vs. Jimmy Negatron,GBA,2002,Action,THQ,0.19,0.07,0.0,0.0,0.26,73.08,26.92,0.0,0.0,45.39,22.9,24.42,6.48
6487,6489,Sengoku Basara 2,PS2,2006,Action,Capcom,0.0,0.0,0.26,0.0,0.26,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
6488,6490,Naruto: Ultimate Ninja Heroes,PSP,2006,Fighting,Namco Bandai Games,0.26,0.0,0.0,0.0,0.26,100.0,0.0,0.0,0.0,45.39,22.9,24.42,6.48
6489,6491,Inazuma Eleven Strikers,Wii,2011,Role-Playing,Nintendo,0.0,0.01,0.25,0.0,0.26,0.0,3.85,96.15,0.0,45.39,22.9,24.42,6.48
6490,6492,Hey Arnold! The Movie,GBA,2002,Platform,THQ,0.19,0.07,0.0,0.0,0.26,73.08,26.92,0.0,0.0,45.39,22.9,24.42,6.48
6491,6493,Final Fantasy V Advance,GBA,2006,Role-Playing,Nintendo,0.0,0.0,0.26,0.01,0.26,0.0,0.0,100.0,3.85,45.39,22.9,24.42,6.48
6492,6494,Need for Speed: Most Wanted,GBA,2005,Racing,Electronic Arts,0.19,0.07,0.0,0.0,0.26,73.08,26.92,0.0,0.0,45.39,22.9,24.42,6.48
6493,6495,Lumines: Electronic Symphony,PSV,2012,Misc,Ubisoft,0.11,0.1,0.01,0.05,0.26,42.31,38.46,3.85,19.23,45.39,22.9,24.42,6.48
6494,6496,Star Trek: Invasion,PS,2000,Simulation,Activision,0.15,0.1,0.0,0.02,0.26,57.69,38.46,0.0,7.69,45.39,22.9,24.42,6.48
6495,6497,Final Fantasy Crystal Chronicles: Echoes of Time,Wii,2009,Role-Playing,Square Enix,0.13,0.06,0.05,0.02,0.26,50.0,23.08,19.23,7.69,45.39,22.9,24.42,6.48
6497,6499,Babysitting Mania,DS,2008,Simulation,Majesco Entertainment,0.24,0.0,0.0,0.02,0.26,92.31,0.0,0.0,7.69,45.39,22.9,24.42,6.48
6498,6500,Star Wars: Bounty Hunter,GC,2002,Shooter,LucasArts,0.2,0.05,0.0,0.01,0.26,76.92,19.23,0.0,3.85,45.39,22.9,24.42,6.48
6499,6501,Tom and Jerry in War of the Whiskers,PS2,2002,Fighting,Ubisoft,0.13,0.1,0.0,0.03,0.26,50.0,38.46,0.0,11.54,45.39,22.9,24.42,6.48
6500,6502,Ace Attorney Investigations 2,DS,2011,Adventure,Capcom,0.0,0.0,0.26,0.0,0.26,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
6501,6503,Minute to Win It,Wii,2010,Misc,Zoo Games,0.25,0.0,0.0,0.02,0.26,96.15,0.0,0.0,7.69,45.39,22.9,24.42,6.48
6502,6504,Smart Girl's Playhouse,DS,2007,Misc,505 Games,0.24,0.0,0.0,0.02,0.26,92.31,0.0,0.0,7.69,45.39,22.9,24.42,6.48
6503,6505,Racquet Sports,Wii,2010,Sports,Ubisoft,0.14,0.09,0.0,0.02,0.26,53.85,34.62,0.0,7.69,45.39,22.9,24.42,6.48
6504,6506,TouchMaster 3(Others sales),DS,2009,Puzzle,Warner Bros. Interactive Entertainment,0.0,0.24,0.0,0.02,0.26,0.0,92.31,0.0,7.69,45.39,22.9,24.42,6.48
6505,6507,The Elder Scrolls IV: Oblivion,PC,2006,Role-Playing,Take-Two Interactive,0.01,0.2,0.0,0.05,0.26,3.85,76.92,0.0,19.23,45.39,22.9,24.42,6.48
6506,6508,Jikkyou Powerful Pro Yakyuu 2011,PS3,2011,Sports,Konami Digital Entertainment,0.0,0.0,0.26,0.0,0.26,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
6507,6509,Madden NFL 2005,DS,2004,Sports,Electronic Arts,0.24,0.0,0.0,0.02,0.26,92.31,0.0,0.0,7.69,45.39,22.9,24.42,6.48
6508,6510,Skylanders: Trap Team,3DS,2014,Action,Activision,0.14,0.1,0.0,0.02,0.26,53.85,38.46,0.0,7.69,45.39,22.9,24.42,6.48
6509,6511,Yu-Gi-Oh! Ultimate Masters: World Championship Tournament 2006,GBA,2006,Misc,Konami Digital Entertainment,0.14,0.05,0.07,0.01,0.26,53.85,19.23,26.92,3.85,45.39,22.9,24.42,6.48
6510,6512,Power Pro Kun Pocket 5,GBA,2003,Sports,Konami Digital Entertainment,0.0,0.0,0.25,0.01,0.26,0.0,0.0,96.15,3.85,45.39,22.9,24.42,6.48
6511,6513,Konjiki no Gashbell!! Makai no Bookmark,GBA,2004,Adventure,Banpresto,0.0,0.0,0.25,0.01,0.26,0.0,0.0,96.15,3.85,45.39,22.9,24.42,6.48
6512,6514,Plants vs. Zombies,X360,2010,Strategy,PopCap Games,0.24,0.0,0.0,0.02,0.26,92.31,0.0,0.0,7.69,45.39,22.9,24.42,6.48
6513,6515,Riding Spirits,PS2,2002,Racing,BAM! Entertainment,0.13,0.1,0.0,0.03,0.26,50.0,38.46,0.0,11.54,45.39,22.9,24.42,6.48
6514,6516,Disney Sing It: Pop Hits,PS3,2009,Misc,Disney Interactive Studios,0.17,0.05,0.0,0.03,0.26,65.38,19.23,0.0,11.54,45.39,22.9,24.42,6.48
6515,6517,Indiana Jones and the Staff of Kings,DS,2009,Action,Activision,0.17,0.07,0.0,0.02,0.26,65.38,26.92,0.0,7.69,45.39,22.9,24.42,6.48
6516,6518,Etrian Odyssey Untold: The Millennium Girl,3DS,2013,Role-Playing,Atlus,0.1,0.01,0.14,0.01,0.26,38.46,3.85,53.85,3.85,45.39,22.9,24.42,6.48
6517,6519,Bust A Groove 2,PS,1999,Misc,Enix Corporation,0.04,0.03,0.18,0.02,0.26,15.38,11.54,69.23,7.69,45.39,22.9,24.42,6.48
6518,6520,Hatsune Miku: Project Diva,PSP,2009,Misc,Sega,0.0,0.0,0.26,0.0,0.26,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
6519,6521,Juiced 2: Hot Import Nights,PS3,2007,Racing,THQ,0.18,0.04,0.01,0.03,0.26,69.23,15.38,3.85,11.54,45.39,22.9,24.42,6.48
6520,6522,Gundam Battle Universe,PSP,2008,Fighting,Namco Bandai Games,0.0,0.0,0.26,0.0,0.26,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
6521,6523,Sengoku Basara: Battle Heroes,PSP,2009,Action,Capcom,0.0,0.0,0.26,0.0,0.26,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
6522,6524,Nightmare Creatures,N64,1996,Action,Activision,0.21,0.05,0.0,0.0,0.26,80.77,19.23,0.0,0.0,45.39,22.9,24.42,6.48
6523,6525,Star Wars Episode I: Battle for Naboo,N64,2000,Simulation,LucasArts,0.21,0.05,0.0,0.0,0.26,80.77,19.23,0.0,0.0,45.39,22.9,24.42,6.48
6524,6526,Duke Nukem: Zero Hour,N64,1999,Shooter,GT Interactive,0.21,0.05,0.0,0.0,0.26,80.77,19.23,0.0,0.0,45.39,22.9,24.42,6.48
6525,6527,Armorines: Project S.W.A.R.M.,N64,1999,Shooter,Acclaim Entertainment,0.21,0.05,0.0,0.0,0.26,80.77,19.23,0.0,0.0,45.39,22.9,24.42,6.48
6526,6528,NCAA March Madness 08,PS2,2007,Sports,Electronic Arts,0.13,0.1,0.0,0.03,0.26,50.0,38.46,0.0,11.54,45.39,22.9,24.42,6.48
6527,6529,Armored Core: Nexus,PS2,2004,Simulation,Indie Games,0.06,0.05,0.14,0.02,0.26,23.08,19.23,53.85,7.69,45.39,22.9,24.42,6.48
6528,6530,Evolution Skateboarding,PS2,2002,Sports,Konami Digital Entertainment,0.13,0.1,0.0,0.03,0.26,50.0,38.46,0.0,11.54,45.39,22.9,24.42,6.48
6529,6531,Dora the Explorer: The Search for Pirate Pig's Treasure,GBA,2002,Adventure,NewKidCo,0.19,0.07,0.0,0.0,0.26,73.08,26.92,0.0,0.0,45.39,22.9,24.42,6.48
6530,6532,Muramasa: The Demon Blade,PSV,2013,Role-Playing,Marvelous Entertainment,0.13,0.0,0.1,0.03,0.26,50.0,0.0,38.46,11.54,45.39,22.9,24.42,6.48
6531,6533,Yakuza: Ishin,PS3,2014,Action,Sega,0.0,0.0,0.26,0.0,0.26,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
6532,6534,Indiana Jones and the Staff of Kings,PSP,2009,Action,Activision,0.11,0.1,0.0,0.06,0.26,42.31,38.46,0.0,23.08,45.39,22.9,24.42,6.48
6533,6535,Tony Hawk: Shred,X360,2010,Sports,Activision,0.17,0.07,0.0,0.02,0.26,65.38,26.92,0.0,7.69,45.39,22.9,24.42,6.48
6534,6536,Outlaw Volleyball,XB,2003,Sports,TDK Mediactive,0.19,0.06,0.0,0.01,0.26,73.08,23.08,0.0,3.85,45.39,22.9,24.42,6.48
6535,6537,Batman: Vengeance,GC,2001,Adventure,Ubisoft,0.2,0.05,0.0,0.01,0.26,76.92,19.23,0.0,3.85,45.39,22.9,24.42,6.48
6536,6538,The Amazing Spider-Man 2 (2014),X360,2014,Action,Activision,0.1,0.14,0.0,0.02,0.26,38.46,53.85,0.0,7.69,45.39,22.9,24.42,6.48
6537,6539,RealSports Football,2600,1981,Sports,Atari,0.24,0.01,0.0,0.0,0.26,92.31,3.85,0.0,0.0,45.39,22.9,24.42,6.48
6538,6540,Tiger Woods PGA Tour 10,PS2,2009,Sports,Electronic Arts,0.12,0.01,0.0,0.13,0.26,46.15,3.85,0.0,50.0,45.39,22.9,24.42,6.48
6539,6541,SD Gundam G Generation: Cross Drive,DS,2007,Strategy,Namco Bandai Games,0.0,0.0,0.26,0.0,0.26,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
6540,6542,Tom Clancy's Splinter Cell: Double Agent,PS3,2007,Action,Ubisoft,0.2,0.03,0.0,0.03,0.26,76.92,11.54,0.0,11.54,45.39,22.9,24.42,6.48
6541,6543,Monsters vs. Aliens,Wii,2009,Action,Activision,0.14,0.09,0.0,0.03,0.26,53.85,34.62,0.0,11.54,45.39,22.9,24.42,6.48
6542,6544,Dungeons & Dragons Heroes,XB,2003,Role-Playing,Atari,0.19,0.06,0.0,0.01,0.26,73.08,23.08,0.0,3.85,45.39,22.9,24.42,6.48
6543,6545,The Testament of Sherlock Holmes,PS3,2012,Adventure,Focus Home Interactive,0.05,0.15,0.0,0.06,0.26,19.23,57.69,0.0,23.08,45.39,22.9,24.42,6.48
6544,6546,Game of Thrones,X360,2012,Role-Playing,Focus Home Interactive,0.15,0.08,0.0,0.02,0.26,57.69,30.77,0.0,7.69,45.39,22.9,24.42,6.48
6545,6547,Loving Life with Hello Kitty & Friends,DS,2011,Misc,Rising Star Games,0.15,0.08,0.0,0.02,0.26,57.69,30.77,0.0,7.69,45.39,22.9,24.42,6.48
6546,6548,McGrath Vs. Pastrana Freestyle Motocross,PS,2000,Racing,Acclaim Entertainment,0.14,0.1,0.0,0.02,0.26,53.85,38.46,0.0,7.69,45.39,22.9,24.42,6.48
6547,6549,Legaia 2: Duel Saga,PS2,2001,Role-Playing,Eidos Interactive,0.13,0.1,0.0,0.03,0.26,50.0,38.46,0.0,11.54,45.39,22.9,24.42,6.48
6548,6550,Crash Nitro Kart,GC,2003,Racing,Vivendi Games,0.2,0.05,0.0,0.01,0.26,76.92,19.23,0.0,3.85,45.39,22.9,24.42,6.48
6549,6551,Karaoke Joysound Wii,Wii,2008,Misc,Hudson Soft,0.01,0.0,0.25,0.0,0.26,3.85,0.0,96.15,0.0,45.39,22.9,24.42,6.48
6550,6552,MLB 09: The Show,PSP,2009,Sports,Sony Computer Entertainment,0.24,0.0,0.0,0.02,0.26,92.31,0.0,0.0,7.69,45.39,22.9,24.42,6.48
6551,6553,Polarium,DS,2004,Puzzle,Nintendo,0.13,0.01,0.11,0.01,0.26,50.0,3.85,42.31,3.85,45.39,22.9,24.42,6.48
6552,6554,Samurai Warriors 4,PS3,2014,Action,Tecmo Koei,0.0,0.0,0.26,0.0,0.26,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
6553,6555,F1 2014,X360,2014,Racing,Codemasters,0.08,0.15,0.0,0.02,0.26,30.77,57.69,0.0,7.69,45.39,22.9,24.42,6.48
6554,6556,Classic NES Series: Bomberman,GBA,2004,Action,Nintendo,0.1,0.04,0.11,0.01,0.26,38.46,15.38,42.31,3.85,45.39,22.9,24.42,6.48
6555,6557,Avatar: The Last Airbender - The Burning Earth,Wii,2007,Action,THQ,0.24,0.0,0.0,0.02,0.26,92.31,0.0,0.0,7.69,45.39,22.9,24.42,6.48
